siteid,sitename,datacreationdate,aqi,status,index,co,no,no2,o3,pm10,pm2.5,so2
75,Matsu,2024-05-31 05:00,43,Good,,,1.0,5.8,29.9,25.0,,0.6
72,Puli,2024-05-31 05:00,27,Good,,,1.5,2.3,5.1,27.0,,0.8
71,Fuxing,2024-05-31 05:00,18,Good,,,1.1,5.2,15.4,9.0,,3.9
70,Yonghe,2024-05-31 05:00,41,Good,,,1.7,5.3,6.0,13.0,,0.7
69,Zhushan,2024-05-31 05:00,27,Good,,,1.2,4.1,2.8,34.0,,0.7
68,Zhongli,2024-05-31 05:00,56,Moderate,,,8.2,15.3,5.3,29.0,,1.2
67,Sanchong,2024-05-31 05:00,36,Good,,,3.4,9.9,4.6,17.0,,0.3
66,Dongshan,2024-05-31 05:00,24,Good,,,2.3,6.2,2.5,19.0,,0.3
65,Yilan,2024-05-31 05:00,16,Good,,,0.4,3.1,7.7,18.0,,1.3
64,Yangming,2024-05-31 05:00,28,Good,,,0.7,1.4,27.4,9.0,,0.7
63,Hualien,2024-05-31 05:00,19,Good,,,1.2,2.9,4.2,20.0,,0.2
62,Taitung,2024-05-31 05:00,18,Good,,,1.4,1.8,7.3,24.0,,0.6
61,Hengchun,2024-05-31 05:00,25,Good,,,0.6,0.5,26.0,14.0,,0.2
60,Chaozhou,2024-05-31 05:00,17,Good,,,1.6,1.3,16.1,22.0,,0.5
59,Pingtung,2024-05-31 05:00,18,Good,,,0.5,4.2,12.7,18.0,,0.5
58,Xiaogang,2024-05-31 05:00,23,Good,,,0.7,10.5,10.5,10.0,,3.3
57,Qianzhen,2024-05-31 05:00,17,Good,,,0.4,6.2,16.0,4.0,,6.1
56,Qianjin,2024-05-31 05:00,17,Good,,,0.4,5.2,16.5,5.0,,0.9
54,Zuoying,2024-05-31 05:00,20,Good,,,0.4,4.7,17.8,8.0,,1.1
53,Nanzi,2024-05-31 05:00,20,Good,,,1.1,12.2,9.6,13.0,,0.5
52,Linyuan,2024-05-31 05:00,21,Good,,,0.0,2.4,12.7,20.0,,0.9
51,Daliao,2024-05-31 05:00,18,Good,,,0.6,8.4,7.2,18.0,,0.3
50,Fengshan,2024-05-31 05:00,19,Good,,,0.1,4.3,13.9,7.0,,0.6
49,Renwu,2024-05-31 05:00,21,Good,,,0.1,2.9,20.1,7.0,,1.0
48,Qiaotou,2024-05-31 05:00,17,Good,,,0.7,4.1,16.5,15.0,,0.3
47,Meinong,2024-05-31 05:00,16,Good,,,0.8,1.0,16.2,16.0,,0.0
46,Tainan,2024-05-31 05:00,26,Good,,,1.0,4.4,20.1,19.0,,0.5
45,Annan,2024-05-31 05:00,24,Good,,,0.6,3.4,19.9,15.0,,0.1
44,Shanhua,2024-05-31 05:00,19,Good,,,0.7,1.5,20.9,10.0,,0.8
43,Xinying,2024-05-31 05:00,19,Good,,,1.0,2.3,22.5,9.0,,0.9
42,Chiayi,2024-05-31 05:00,18,Good,,,0.5,0.8,22.3,4.0,,0.9
41,Taixi,2024-05-31 05:00,18,Good,,,0.5,2.0,20.9,6.0,,1.1
40,Puzi,2024-05-31 05:00,16,Good,,,1.2,3.0,18.4,7.0,,1.0
39,Xingang,2024-05-31 05:00,20,Good,,,0.7,3.9,22.5,13.0,,1.3
38,Lunbei,2024-05-31 05:00,20,Good,,,1.4,5.5,18.2,9.0,,1.4
37,Douliu,2024-05-31 05:00,23,Good,,,0.7,3.8,9.4,23.0,,0.7
36,Nantou,2024-05-31 05:00,28,Good,,,0.6,5.7,1.7,29.0,,0.3
35,Erlin,2024-05-31 05:00,41,Good,,,0.3,5.3,12.6,26.0,,1.1
34,Xianxi,2024-05-31 05:00,26,Good,,,2.0,5.9,12.5,25.0,,0.4
33,Changhua,2024-05-31 05:00,18,Good,,,0.6,7.4,8.0,17.0,,0.8
32,Xitun,2024-05-31 05:00,24,Good,,,1.5,8.7,4.7,24.0,,0.8
31,Zhongming,2024-05-31 05:00,23,Good,,,0.7,3.9,10.2,22.0,,1.5
30,Dali,2024-05-31 05:00,21,Good,,,0.2,4.8,7.3,18.0,,0.8
29,Shalu,2024-05-31 05:00,22,Good,,,1.1,6.5,12.6,17.0,,0.7
28,Fengyuan,2024-05-31 05:00,18,Good,,,1.0,4.4,12.8,17.0,,0.8
27,Sanyi,2024-05-31 05:00,21,Good,,,1.0,0.8,17.4,16.0,,0.6
26,Miaoli,2024-05-31 05:00,38,Good,,,2.5,9.1,2.9,18.0,,0.8
25,Toufen,2024-05-31 05:00,34,Good,,,2.0,8.5,3.0,22.0,,0.8
24,Hsinchu,2024-05-31 05:00,33,Good,,,1.2,10.8,3.1,23.0,,0.7
23,Zhudong,2024-05-31 05:00,52,Moderate,,,0.8,4.9,6.5,22.0,,1.2
22,Hukou,2024-05-31 05:00,50,Good,,,2.2,13.0,9.3,21.0,,0.5
21,Longtan,2024-05-31 05:00,54,Moderate,,,2.0,10.7,4.1,22.0,,0.4
20,Pingzhen,2024-05-31 05:00,53,Moderate,,,1.6,19.8,3.1,31.0,,0.5
19,Guanyin,2024-05-31 05:00,44,Good,,,2.0,13.1,9.3,27.0,,0.3
18,Dayuan,2024-05-31 05:00,52,Moderate,,,0.8,25.2,3.6,37.0,,1.3
17,Taoyuan,2024-05-31 05:00,57,Moderate,,,6.1,20.9,0.0,30.0,,3.3
16,Datong,2024-05-31 05:00,38,Good,,,5.4,8.4,5.0,13.0,,1.1
15,Songshan,2024-05-31 05:00,41,Good,,,1.3,8.9,7.0,19.0,,
14,Guting,2024-05-31 05:00,23,Good,,,1.0,4.0,5.9,19.0,,2.1
13,Wanhua,2024-05-31 05:00,28,Good,,,1.1,5.8,7.2,17.0,,0.1
12,Zhongshan,2024-05-31 05:00,26,Good,,,1.0,5.9,6.8,21.0,,0.1
11,Shilin,2024-05-31 05:00,42,Good,,,0.5,10.0,5.4,19.0,,0.6
10,Tamsui,2024-05-31 05:00,38,Good,,,1.2,17.7,3.8,22.0,,1.6
9,Linkou,2024-05-31 05:00,36,Good,,,2.5,18.3,13.0,21.0,,0.8
8,Cailiao,2024-05-31 05:00,32,Good,,,2.0,13.1,2.1,17.0,,0.7
7,Xinzhuang,2024-05-31 05:00,55,Moderate,,,0.4,16.2,3.9,27.0,,1.5
6,Banqiao,2024-05-31 05:00,41,Good,,,2.5,16.5,2.6,26.0,,0.7
5,Tucheng,2024-05-31 05:00,56,Moderate,,,6.5,13.2,1.2,27.0,,0.0
4,Xindian,2024-05-31 05:00,35,Good,,,1.0,3.2,7.3,18.0,,1.2
3,Wanli,2024-05-31 05:00,22,Good,,,1.1,6.1,3.9,25.0,,0.3
2,Xizhi,2024-05-31 05:00,46,Good,,,6.2,13.7,1.7,22.0,,0.7
1,Keelung,2024-05-31 05:00,24,Good,,,2.5,10.9,1.5,24.0,,0.4
313,Pingtung（fangshan）,2024-05-31 04:00,22,Good,,,0.2,1.8,17.5,13.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-31 04:00,20,Good,,,0.6,9.3,8.9,21.0,,0.0
311,New Taipei(Shulin),2024-05-31 04:00,51,Moderate,,,0.7,6.5,5.5,28.0,,0.4
204,Pingtung（Liuqiu）,2024-05-31 04:00,24,Good,,,1.1,0.6,24.4,5.0,,0.5
203,Tainan（Madou）,2024-05-31 04:00,18,Good,,,0.5,3.2,19.0,16.0,,0.8
202,Kaohsiung（Hunei）,2024-05-31 04:00,16,Good,,,1.5,6.2,14.1,7.0,,2.6
201,Changhua（Yuanlin）,2024-05-31 04:00,36,Good,,,1.2,7.3,9.2,21.0,,1.6
85,Dacheng,2024-05-31 04:00,15,Good,,,1.1,0.9,20.5,5.0,,1.2
84,FugueiCape,2024-05-31 04:00,32,Good,,,0.1,6.0,18.1,56.0,,0.6
83,Mailiao,2024-05-31 04:00,19,Good,,,0.4,2.2,21.0,6.0,,1.0
80,Guanshan,2024-05-31 04:00,23,Good,,,1.4,1.9,3.7,25.0,,0.3
78,Magong,2024-05-31 04:00,25,Good,,,0.1,3.6,25.1,10.0,,0.5
77,Kinmen,2024-05-31 04:00,83,Moderate,,,1.6,26.0,3.7,36.0,,2.7
75,Matsu,2024-05-31 04:00,40,Good,,,0.9,4.2,37.5,15.0,,0.5
72,Puli,2024-05-31 04:00,30,Good,,,1.4,2.4,5.8,20.0,,0.9
71,Fuxing,2024-05-31 04:00,18,Good,,,1.0,3.7,20.2,3.0,,1.5
70,Yonghe,2024-05-31 04:00,41,Good,,,0.9,3.8,7.4,9.0,,0.8
69,Zhushan,2024-05-31 04:00,26,Good,,,1.2,4.0,3.4,33.0,,0.8
68,Zhongli,2024-05-31 04:00,54,Moderate,,,8.5,19.2,3.4,30.0,,1.5
67,Sanchong,2024-05-31 04:00,39,Good,,,2.2,8.8,6.4,15.0,,0.4
66,Dongshan,2024-05-31 04:00,25,Good,,,1.1,5.8,2.6,21.0,,0.3
65,Yilan,2024-05-31 04:00,15,Good,,,0.5,2.7,7.0,18.0,,1.4
64,Yangming,2024-05-31 04:00,28,Good,,,0.8,1.5,30.0,9.0,,0.7
63,Hualien,2024-05-31 04:00,20,Good,,,0.8,1.3,6.8,15.0,,0.1
62,Taitung,2024-05-31 04:00,18,Good,,,1.0,2.9,7.0,21.0,,0.5
61,Hengchun,2024-05-31 04:00,25,Good,,,0.4,0.5,29.4,8.0,,0.1
60,Chaozhou,2024-05-31 04:00,15,Good,,,1.6,1.3,15.5,18.0,,0.6
59,Pingtung,2024-05-31 04:00,19,Good,,,0.5,3.8,15.5,19.0,,0.6
58,Xiaogang,2024-05-31 04:00,31,Good,,,0.4,8.3,15.5,7.0,,5.4
57,Qianzhen,2024-05-31 04:00,17,Good,,,0.2,4.5,21.1,6.0,,2.2
56,Qianjin,2024-05-31 04:00,18,Good,,,0.3,4.3,19.9,2.0,,1.0
54,Zuoying,2024-05-31 04:00,22,Good,,,0.5,4.4,19.8,1.0,,0.7
53,Nanzi,2024-05-31 04:00,17,Good,,,0.6,6.1,18.5,12.0,,0.6
52,Linyuan,2024-05-31 04:00,23,Good,,,0.0,2.2,14.4,10.0,,0.7
51,Daliao,2024-05-31 04:00,19,Good,,,0.5,4.7,12.5,11.0,,0.3
50,Fengshan,2024-05-31 04:00,20,Good,,,0.1,3.1,16.8,9.0,,0.6
49,Renwu,2024-05-31 04:00,22,Good,,,0.2,2.5,22.0,4.0,,1.1
48,Qiaotou,2024-05-31 04:00,18,Good,,,0.7,3.2,18.0,6.0,,0.2
47,Meinong,2024-05-31 04:00,17,Good,,,0.7,0.8,19.0,11.0,,0.1
46,Tainan,2024-05-31 04:00,25,Good,,,1.0,4.8,19.9,14.0,,0.6
45,Annan,2024-05-31 04:00,24,Good,,,0.5,3.3,21.5,12.0,,0.2
44,Shanhua,2024-05-31 04:00,21,Good,,,0.7,1.8,20.8,11.0,,0.5
43,Xinying,2024-05-31 04:00,19,Good,,,0.9,2.3,20.9,8.0,,0.6
42,Chiayi,2024-05-31 04:00,19,Good,,,0.7,0.9,25.3,6.0,,1.1
41,Taixi,2024-05-31 04:00,19,Good,,,0.5,2.3,21.1,9.0,,1.1
40,Puzi,2024-05-31 04:00,16,Good,,,1.7,3.7,16.8,11.0,,0.9
39,Xingang,2024-05-31 04:00,21,Good,,,0.5,3.3,21.2,11.0,,1.2
38,Lunbei,2024-05-31 04:00,19,Good,,,1.0,3.6,18.0,8.0,,1.0
37,Douliu,2024-05-31 04:00,23,Good,,,0.8,4.4,10.8,19.0,,0.9
36,Nantou,2024-05-31 04:00,28,Good,,,0.4,4.3,3.4,33.0,,0.3
35,Erlin,2024-05-31 04:00,42,Good,,,0.3,3.2,17.4,16.0,,1.2
34,Xianxi,2024-05-31 04:00,27,Good,,,1.3,6.6,11.5,22.0,,0.3
33,Changhua,2024-05-31 04:00,19,Good,,,0.8,7.1,9.2,17.0,,0.5
32,Xitun,2024-05-31 04:00,26,Good,,,1.4,8.1,5.4,20.0,,0.7
31,Zhongming,2024-05-31 04:00,25,Good,,,1.0,4.6,8.5,27.0,,1.2
30,Dali,2024-05-31 04:00,24,Good,,,0.0,4.3,7.5,23.0,,0.9
29,Shalu,2024-05-31 04:00,24,Good,,,1.0,7.1,12.0,20.0,,0.6
28,Fengyuan,2024-05-31 04:00,18,Good,,,0.9,4.2,14.3,21.0,,0.8
27,Sanyi,2024-05-31 04:00,23,Good,,,0.9,1.0,18.2,17.0,,0.6
26,Miaoli,2024-05-31 04:00,40,Good,,,3.3,9.7,0.9,16.0,,0.7
25,Toufen,2024-05-31 04:00,34,Good,,,1.3,6.0,6.1,27.0,,0.7
24,Hsinchu,2024-05-31 04:00,32,Good,,,1.1,12.0,5.4,19.0,,0.3
23,Zhudong,2024-05-31 04:00,53,Moderate,,,0.8,4.7,5.9,28.0,,0.7
22,Hukou,2024-05-31 04:00,49,Good,,,1.9,10.4,15.0,20.0,,0.6
21,Longtan,2024-05-31 04:00,57,Moderate,,,1.5,12.5,2.5,26.0,,0.5
20,Pingzhen,2024-05-31 04:00,48,Good,,,1.5,22.7,3.0,34.0,,0.9
19,Guanyin,2024-05-31 04:00,39,Good,,,1.9,11.2,14.5,27.0,,0.4
18,Dayuan,2024-05-31 04:00,48,Good,,,0.5,12.6,12.1,31.0,,1.0
17,Taoyuan,2024-05-31 04:00,53,Moderate,,,3.8,22.7,0.0,31.0,,3.2
16,Datong,2024-05-31 04:00,39,Good,,,4.9,8.8,5.7,14.0,,1.0
15,Songshan,2024-05-31 04:00,42,Good,,,1.4,10.9,6.5,18.0,,
14,Guting,2024-05-31 04:00,24,Good,,,0.9,3.2,7.3,17.0,,2.1
13,Wanhua,2024-05-31 04:00,30,Good,,,2.0,7.1,6.9,20.0,,0.0
12,Zhongshan,2024-05-31 04:00,29,Good,,,0.9,7.0,6.8,17.0,,0.1
11,Shilin,2024-05-31 04:00,41,Good,,,0.4,10.1,7.5,21.0,,0.8
10,Tamsui,2024-05-31 04:00,37,Good,,,0.8,19.2,4.3,29.0,,1.7
9,Linkou,2024-05-31 04:00,37,Good,,,1.8,22.8,8.8,21.0,,1.0
8,Cailiao,2024-05-31 04:00,34,Good,,,0.9,13.1,3.9,17.0,,0.7
7,Xinzhuang,2024-05-31 04:00,55,Moderate,,,0.7,16.1,6.2,23.0,,1.0
6,Banqiao,2024-05-31 04:00,39,Good,,,1.1,16.6,2.3,29.0,,0.6
5,Tucheng,2024-05-31 04:00,55,Moderate,,,2.0,13.0,3.1,25.0,,0.1
4,Xindian,2024-05-31 04:00,37,Good,,,1.0,2.6,8.2,16.0,,1.1
3,Wanli,2024-05-31 04:00,23,Good,,,0.9,6.9,5.3,22.0,,0.3
2,Xizhi,2024-05-31 04:00,44,Good,,,13.1,15.0,0.6,24.0,,0.7
1,Keelung,2024-05-31 04:00,24,Good,,,2.2,10.5,0.9,15.0,,0.3
313,Pingtung（fangshan）,2024-05-31 03:00,23,Good,,,0.2,1.7,20.6,10.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-31 03:00,22,Good,,,0.4,7.3,11.2,16.0,,0.0
311,New Taipei(Shulin),2024-05-31 03:00,51,Moderate,,,0.9,7.1,5.6,26.0,,0.4
204,Pingtung（Liuqiu）,2024-05-31 03:00,24,Good,,,1.1,0.7,25.7,8.0,,0.4
203,Tainan（Madou）,2024-05-31 03:00,17,Good,,,0.3,3.2,19.4,11.0,,0.4
202,Kaohsiung（Hunei）,2024-05-31 03:00,18,Good,,,1.0,4.8,17.1,6.0,,1.2
201,Changhua（Yuanlin）,2024-05-31 03:00,35,Good,,,1.5,8.4,8.7,27.0,,1.5
85,Dacheng,2024-05-31 03:00,16,Good,,,0.7,4.1,20.0,8.0,,1.2
84,FugueiCape,2024-05-31 03:00,27,Good,,,0.1,9.2,20.1,27.0,,0.9
83,Mailiao,2024-05-31 03:00,21,Good,,,0.5,3.3,21.9,7.0,,1.1
80,Guanshan,2024-05-31 03:00,23,Good,,,1.2,1.6,5.2,28.0,,0.3
78,Magong,2024-05-31 03:00,26,Good,,,0.1,2.6,27.3,6.0,,0.6
77,Kinmen,2024-05-31 03:00,81,Moderate,,,1.6,27.3,4.0,36.0,,1.7
75,Matsu,2024-05-31 03:00,37,Good,,,1.0,5.4,40.1,16.0,,0.7
72,Puli,2024-05-31 03:00,33,Good,,,1.5,2.1,7.9,22.0,,0.8
71,Fuxing,2024-05-31 03:00,18,Good,,,1.3,4.0,21.1,4.0,,4.2
70,Yonghe,2024-05-31 03:00,57,Moderate,,,1.5,4.6,7.1,12.0,,0.7
69,Zhushan,2024-05-31 03:00,25,Good,,,1.3,4.7,3.6,31.0,,0.7
68,Zhongli,2024-05-31 03:00,53,Moderate,,,6.4,23.0,4.0,42.0,,2.2
67,Sanchong,2024-05-31 03:00,39,Good,,,4.3,15.1,4.1,27.0,,0.6
66,Dongshan,2024-05-31 03:00,24,Good,,,1.2,4.8,4.7,27.0,,0.2
65,Yilan,2024-05-31 03:00,17,Good,,,0.5,2.4,9.0,17.0,,1.6
64,Yangming,2024-05-31 03:00,26,Good,,,0.7,2.3,30.5,13.0,,0.6
63,Hualien,2024-05-31 03:00,20,Good,,,0.7,1.1,11.4,10.0,,0.1
62,Taitung,2024-05-31 03:00,17,Good,,,1.3,2.8,13.0,17.0,,0.6
61,Hengchun,2024-05-31 03:00,25,Good,,,0.3,0.6,30.1,12.0,,0.1
60,Chaozhou,2024-05-31 03:00,16,Good,,,1.8,1.3,14.6,18.0,,0.4
59,Pingtung,2024-05-31 03:00,20,Good,,,0.5,3.0,18.0,12.0,,0.5
58,Xiaogang,2024-05-31 03:00,31,Good,,,0.4,6.8,20.0,9.0,,1.4
57,Qianzhen,2024-05-31 03:00,17,Good,,,0.3,5.8,21.4,5.0,,6.8
56,Qianjin,2024-05-31 03:00,18,Good,,,0.2,4.3,21.9,4.0,,1.3
54,Zuoying,2024-05-31 03:00,26,Good,,,0.5,4.1,21.8,5.0,,0.5
53,Nanzi,2024-05-31 03:00,18,Good,,,0.8,7.4,20.1,9.0,,0.9
52,Linyuan,2024-05-31 03:00,26,Good,,,0.0,1.8,19.0,13.0,,1.0
51,Daliao,2024-05-31 03:00,21,Good,,,0.3,3.1,16.9,7.0,,0.4
50,Fengshan,2024-05-31 03:00,21,Good,,,0.1,1.5,22.6,4.0,,0.5
49,Renwu,2024-05-31 03:00,23,Good,,,0.2,3.2,24.0,3.0,,1.4
48,Qiaotou,2024-05-31 03:00,18,Good,,,0.8,3.5,18.7,7.0,,0.3
47,Meinong,2024-05-31 03:00,17,Good,,,0.7,0.8,24.3,7.0,,0.1
46,Tainan,2024-05-31 03:00,27,Good,,,1.0,5.3,20.6,15.0,,1.0
45,Annan,2024-05-31 03:00,24,Good,,,0.5,5.7,21.0,17.0,,0.8
44,Shanhua,2024-05-31 03:00,24,Good,,,0.5,2.1,20.5,7.0,,0.3
43,Xinying,2024-05-31 03:00,19,Good,,,1.0,2.6,19.8,6.0,,0.7
42,Chiayi,2024-05-31 03:00,19,Good,,,0.5,1.1,21.9,7.0,,0.8
41,Taixi,2024-05-31 03:00,19,Good,,,0.5,3.8,20.6,12.0,,1.1
40,Puzi,2024-05-31 03:00,17,Good,,,1.2,4.0,18.7,12.0,,1.1
39,Xingang,2024-05-31 03:00,22,Good,,,0.5,2.4,22.4,11.0,,0.9
38,Lunbei,2024-05-31 03:00,20,Good,,,0.0,1.7,20.6,13.0,,0.2
37,Douliu,2024-05-31 03:00,23,Good,,,2.4,7.9,7.5,27.0,,1.2
36,Nantou,2024-05-31 03:00,28,Good,,,0.4,4.8,4.8,31.0,,0.2
35,Erlin,2024-05-31 03:00,44,Good,,,0.2,7.3,11.7,25.0,,1.3
34,Xianxi,2024-05-31 03:00,28,Good,,,2.0,9.1,4.3,20.0,,0.3
33,Changhua,2024-05-31 03:00,23,Good,,,0.8,5.1,16.2,13.0,,0.6
32,Xitun,2024-05-31 03:00,30,Good,,,1.0,6.5,6.8,25.0,,0.7
31,Zhongming,2024-05-31 03:00,26,Good,,,0.9,6.5,6.2,19.0,,1.4
30,Dali,2024-05-31 03:00,31,Good,,,0.0,4.6,8.8,12.0,,0.9
29,Shalu,2024-05-31 03:00,26,Good,,,1.0,6.2,18.0,12.0,,0.7
28,Fengyuan,2024-05-31 03:00,19,Good,,,0.9,3.6,19.6,14.0,,0.7
27,Sanyi,2024-05-31 03:00,24,Good,,,0.9,1.5,20.1,12.0,,0.7
26,Miaoli,2024-05-31 03:00,44,Good,,,4.5,11.0,0.2,20.0,,0.7
25,Toufen,2024-05-31 03:00,36,Good,,,1.2,4.5,6.7,26.0,,0.9
24,Hsinchu,2024-05-31 03:00,35,Good,,,0.9,9.4,17.4,25.0,,0.5
23,Zhudong,2024-05-31 03:00,54,Moderate,,,0.7,4.6,8.1,22.0,,0.8
22,Hukou,2024-05-31 03:00,51,Moderate,,,2.1,10.6,17.4,26.0,,0.4
21,Longtan,2024-05-31 03:00,59,Moderate,,,4.3,15.8,4.8,27.0,,0.2
20,Pingzhen,2024-05-31 03:00,44,Good,,,1.3,23.7,4.0,34.0,,1.1
19,Guanyin,2024-05-31 03:00,35,Good,,,1.5,8.6,19.3,25.0,,0.4
18,Dayuan,2024-05-31 03:00,49,Good,,,0.1,9.8,17.8,32.0,,1.4
17,Taoyuan,2024-05-31 03:00,49,Good,,,1.1,20.0,8.0,31.0,,2.0
16,Datong,2024-05-31 03:00,38,Good,,,8.6,13.3,4.8,18.0,,1.0
15,Songshan,2024-05-31 03:00,44,Good,,,2.0,13.6,5.7,18.0,,0.0
14,Guting,2024-05-31 03:00,25,Good,,,1.0,3.6,7.7,15.0,,2.4
13,Wanhua,2024-05-31 03:00,31,Good,,,1.6,8.8,7.5,21.0,,0.1
12,Zhongshan,2024-05-31 03:00,31,Good,,,1.0,10.0,7.3,18.0,,0.3
11,Shilin,2024-05-31 03:00,39,Good,,,0.4,11.1,9.0,21.0,,0.8
10,Tamsui,2024-05-31 03:00,36,Good,,,1.0,14.7,7.1,22.0,,1.6
9,Linkou,2024-05-31 03:00,33,Good,,,7.6,19.9,14.3,21.0,,1.4
8,Cailiao,2024-05-31 03:00,37,Good,,,1.8,19.1,2.5,24.0,,0.8
7,Xinzhuang,2024-05-31 03:00,53,Moderate,,,0.4,16.2,7.8,19.0,,0.8
6,Banqiao,2024-05-31 03:00,40,Good,,,0.9,18.4,4.6,27.0,,0.7
5,Tucheng,2024-05-31 03:00,55,Moderate,,,1.8,14.7,3.8,30.0,,0.1
4,Xindian,2024-05-31 03:00,37,Good,,,1.1,2.7,9.2,18.0,,1.1
3,Wanli,2024-05-31 03:00,24,Good,,,0.8,6.7,4.3,20.0,,0.3
2,Xizhi,2024-05-31 03:00,43,Good,,,9.0,15.5,1.6,21.0,,0.8
1,Keelung,2024-05-31 03:00,23,Good,,,2.0,11.3,2.1,22.0,,0.5
313,Pingtung（fangshan）,2024-05-31 02:00,25,Good,,,0.0,1.4,26.2,10.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-31 02:00,26,Good,,,0.8,10.6,9.7,18.0,,0.1
311,New Taipei(Shulin),2024-05-31 02:00,52,Moderate,,,4.4,11.3,3.4,24.0,,0.4
204,Pingtung（Liuqiu）,2024-05-31 02:00,25,Good,,,1.3,0.6,26.1,5.0,,0.4
203,Tainan（Madou）,2024-05-31 02:00,18,Good,,,0.2,3.8,22.4,10.0,,0.4
202,Kaohsiung（Hunei）,2024-05-31 02:00,16,Good,,,1.0,6.4,16.3,6.0,,
201,Changhua（Yuanlin）,2024-05-31 02:00,40,Good,,,1.0,6.8,15.3,17.0,,1.7
85,Dacheng,2024-05-31 02:00,18,Good,,,0.3,5.6,15.0,10.0,,1.3
84,FugueiCape,2024-05-31 02:00,28,Good,,,0.2,9.5,21.2,27.0,,0.6
83,Mailiao,2024-05-31 02:00,22,Good,,,0.4,5.6,18.0,16.0,,1.3
80,Guanshan,2024-05-31 02:00,21,Good,,,1.9,1.7,4.4,30.0,,0.1
78,Magong,2024-05-31 02:00,27,Good,,,0.5,2.1,30.7,3.0,,0.5
77,Kinmen,2024-05-31 02:00,78,Moderate,,,1.6,25.7,4.9,30.0,,1.2
75,Matsu,2024-05-31 02:00,38,Good,,,1.1,15.6,25.7,7.0,,1.5
72,Puli,2024-05-31 02:00,33,Good,,,1.6,3.1,7.1,24.0,,0.9
71,Fuxing,2024-05-31 02:00,18,Good,,,0.8,5.6,21.3,7.0,,3.7
70,Yonghe,2024-05-31 02:00,59,Moderate,,,1.3,5.4,7.6,12.0,,0.7
69,Zhushan,2024-05-31 02:00,24,Good,,,1.0,5.7,3.6,25.0,,0.7
68,Zhongli,2024-05-31 02:00,51,Moderate,,,4.0,26.1,8.8,30.0,,2.2
67,Sanchong,2024-05-31 02:00,39,Good,,,4.8,17.0,2.5,18.0,,0.7
66,Dongshan,2024-05-31 02:00,24,Good,,,0.8,4.0,6.9,20.0,,0.3
65,Yilan,2024-05-31 02:00,19,Good,,,0.5,2.8,8.8,19.0,,1.6
64,Yangming,2024-05-31 02:00,25,Good,,,0.8,3.2,29.9,14.0,,0.7
63,Hualien,2024-05-31 02:00,22,Good,,,0.8,1.1,17.0,6.0,,0.3
62,Taitung,2024-05-31 02:00,17,Good,,,1.6,4.4,8.5,22.0,,0.6
61,Hengchun,2024-05-31 02:00,25,Good,,,0.3,1.0,24.7,18.0,,0.1
60,Chaozhou,2024-05-31 02:00,18,Good,,,1.8,1.4,16.4,12.0,,0.5
59,Pingtung,2024-05-31 02:00,21,Good,,,0.5,3.1,22.4,5.0,,0.5
58,Xiaogang,2024-05-31 02:00,33,Good,,,0.6,6.2,20.5,7.0,,1.0
57,Qianzhen,2024-05-31 02:00,16,Good,,,0.8,6.9,20.0,8.0,,4.8
56,Qianjin,2024-05-31 02:00,18,Good,,,0.4,6.3,19.5,9.0,,1.8
54,Zuoying,2024-05-31 02:00,29,Good,,,0.5,7.1,18.0,6.0,,1.7
53,Nanzi,2024-05-31 02:00,22,Good,,,0.9,13.4,14.4,5.0,,4.4
52,Linyuan,2024-05-31 02:00,27,Good,,,0.0,1.8,22.3,11.0,,0.8
51,Daliao,2024-05-31 02:00,23,Good,,,0.2,2.4,19.9,7.0,,0.4
50,Fengshan,2024-05-31 02:00,21,Good,,,0.1,1.7,23.9,5.0,,0.5
49,Renwu,2024-05-31 02:00,24,Good,,,0.0,3.5,23.4,3.0,,1.8
48,Qiaotou,2024-05-31 02:00,18,Good,,,0.9,6.6,18.2,6.0,,1.6
47,Meinong,2024-05-31 02:00,18,Good,,,0.5,1.5,23.1,14.0,,0.0
46,Tainan,2024-05-31 02:00,28,Good,,,0.7,7.6,18.8,15.0,,1.4
45,Annan,2024-05-31 02:00,25,Good,,,0.7,8.0,18.9,16.0,,1.1
44,Shanhua,2024-05-31 02:00,26,Good,,,0.5,1.5,22.3,10.0,,0.3
43,Xinying,2024-05-31 02:00,20,Good,,,1.2,3.4,18.7,11.0,,0.8
42,Chiayi,2024-05-31 02:00,20,Good,,,0.7,2.2,20.4,13.0,,1.1
41,Taixi,2024-05-31 02:00,21,Good,,,0.3,4.1,20.6,17.0,,1.0
40,Puzi,2024-05-31 02:00,19,Good,,,1.3,5.5,16.8,21.0,,1.4
39,Xingang,2024-05-31 02:00,25,Good,,,1.3,2.4,22.1,15.0,,1.0
38,Lunbei,2024-05-31 02:00,22,Good,,,0.1,3.1,15.0,15.0,,0.4
37,Douliu,2024-05-31 02:00,23,Good,,,1.7,11.3,6.0,29.0,,1.1
36,Nantou,2024-05-31 02:00,27,Good,,,0.1,7.0,3.2,32.0,,0.1
35,Erlin,2024-05-31 02:00,45,Good,,,0.6,10.8,4.5,26.0,,1.5
34,Xianxi,2024-05-31 02:00,32,Good,,,1.7,9.0,6.6,21.0,,0.2
33,Changhua,2024-05-31 02:00,27,Good,,,0.4,5.0,20.3,17.0,,0.6
